barra,agno,etapa,bloque,dem,cmg,perdidas
VIII                          ,2020        ,11          ,2           ,      917.23,       52.18,        4.74
VIII                          ,2020        ,11          ,3           ,      795.86,       52.18,        2.49
VIII                          ,2020        ,11          ,4           ,     1035.11,       60.79,       34.84
VIII                          ,2020        ,11          ,5           ,      806.65,       52.18,       32.89
VIII                          ,2020        ,12          ,1           ,     1086.14,       53.53,       30.02
VIII                          ,2020        ,12          ,2           ,     1002.50,       53.53,       23.19
VIII                          ,2020        ,12          ,3           ,      844.74,       53.53,        9.64
VIII                          ,2020        ,12          ,4           ,     1062.21,       53.53,       21.91
VIII                          ,2020        ,12          ,5           ,      846.53,       53.53,       28.27
VIII                          ,2021        ,1           ,1           ,     1144.22,       37.51,       38.03
VIII                          ,2021        ,1           ,2           ,     1022.67,       37.51,       45.40
