barra,agno,etapa,bloque,potencia,energia
VI          ,2046        ,9           ,1           ,     1365.06,   286662.28
VI          ,2046        ,9           ,2           ,     1192.43,   107318.34
VI          ,2046        ,9           ,3           ,     1068.37,   320509.96
VI          ,2046        ,9           ,4           ,     1338.42,    80305.41
VI          ,2046        ,9           ,5           ,     1511.58,    90694.89
VI          ,2046        ,10          ,1           ,     1353.68,   293748.02
VI          ,2046        ,10          ,2           ,     1183.34,   110050.91
VI          ,2046        ,10          ,3           ,     1071.97,   332311.40
VI          ,2046        ,10          ,4           ,     1374.21,    85200.86
VI          ,2046        ,10          ,5           ,     1541.43,    95568.54
VI          ,2046        ,11          ,1           ,     1412.65,   296656.15
VI          ,2046        ,11          ,2           ,     1211.09,   108998.09
VI          ,2046        ,11          ,3           ,     1119.93,   335980.50
VI          ,2046        ,11          ,4           ,     1442.03,    86521.58
VI          ,2046        ,11          ,5           ,     1608.88,    96532.75
VI          ,2046        ,12          ,1           ,     1416.97,   307482.66
VI          ,2046        ,12          ,2           ,     1241.08,   115420.07
VI          ,2046        ,12          ,3           ,     1123.69,   348345.28
VI          ,2046        ,12          ,4           ,     1422.04,    88166.71
VI          ,2046        ,12          ,5           ,     1589.90,    98573.92
VI          ,2047        ,1           ,1           ,     1285.53,   278960.07
VI          ,2047        ,1           ,2           ,     1095.45,   101877.23
VI          ,2047        ,1           ,3           ,      962.56,   298395.01
VI          ,2047        ,1           ,4           ,     1277.25,    79189.52
VI          ,2047        ,1           ,5           ,     1465.25,    90845.70
VI          ,2047        ,2           ,1           ,     1348.33,   264272.77
VI          ,2047        ,2           ,2           ,     1131.30,    95029.54
VI          ,2047        ,2           ,3           ,      990.53,   277349.49
VI          ,2047        ,2           ,4           ,     1350.86,    75648.05
VI          ,2047        ,2           ,5           ,     1528.36,    85588.01
VI          ,2047        ,3           ,1           ,     1396.20,   302975.68
VI          ,2047        ,3           ,2           ,     1205.99,   112157.11
VI          ,2047        ,3           ,3           ,     1096.61,   339948.84
VI          ,2047        ,3           ,4           ,     1398.48,    86705.96
VI          ,2047        ,3           ,5           ,     1575.99,    97711.35
VI          ,2047        ,4           ,1           ,     1414.83,   297113.78
VI          ,2047        ,4           ,2           ,     1199.06,   107915.49
VI          ,2047        ,4           ,3           ,     1083.57,   325072.22
VI          ,2047        ,4           ,4           ,     1381.10,    82866.23
VI          ,2047        ,4           ,5           ,     1566.71,    94002.69
VI          ,2047        ,5           ,1           ,     1382.64,   301416.06
VI          ,2047        ,5           ,2           ,     1211.91,   112707.86
VI          ,2047        ,5           ,3           ,     1071.52,   332169.75
VI          ,2047        ,5           ,4           ,     1359.20,    84270.60
VI          ,2047        ,5           ,5           ,     1551.02,    96163.53
VI          ,2047        ,6           ,1           ,     1423.27,   298886.63
VI          ,2047        ,6           ,2           ,     1236.02,   111241.58
VI          ,2047        ,6           ,3           ,     1108.08,   332422.87
VI          ,2047        ,6           ,4           ,     1392.43,    83545.64
VI          ,2047        ,6           ,5           ,     1582.71,    94962.62
VI          ,2047        ,7           ,1           ,     1392.54,   302180.94
VI          ,2047        ,7           ,2           ,     1215.58,   113049.08
VI          ,2047        ,7           ,3           ,     1086.35,   336768.60
VI          ,2047        ,7           ,4           ,     1361.94,    84440.49
VI          ,2047        ,7           ,5           ,     1534.22,    95121.36
VI          ,2047        ,8           ,1           ,     1393.97,   301097.65
VI          ,2047        ,8           ,2           ,     1220.84,   113537.93
VI          ,2047        ,8           ,3           ,     1095.25,   339526.49
VI          ,2047        ,8           ,4           ,     1357.14,    84142.46
VI          ,2047        ,8           ,5           ,     1534.72,    95152.83
VI          ,2047        ,9           ,1           ,     1402.81,   294589.86
VI          ,2047        ,9           ,2           ,     1222.41,   110016.65
VI          ,2047        ,9           ,3           ,     1093.22,   327965.62
VI          ,2047        ,9           ,4           ,     1374.71,    82482.58
VI          ,2047        ,9           ,5           ,     1554.12,    93247.03
VI          ,2047        ,10          ,1           ,     1390.90,   301826.23
VI          ,2047        ,10          ,2           ,     1213.10,   112817.95
VI          ,2047        ,10          ,3           ,     1096.73,   339986.25
VI          ,2047        ,10          ,4           ,     1410.18,    87431.18
VI          ,2047        ,10          ,5           ,     1583.44,    98173.28
VI          ,2047        ,11          ,1           ,     1451.47,   304808.94
VI          ,2047        ,11          ,2           ,     1241.92,   111772.63
VI          ,2047        ,11          ,3           ,     1145.75,   343724.95
VI          ,2047        ,11          ,4           ,     1479.63,    88777.95
VI          ,2047        ,11          ,5           ,     1652.83,    99169.99
VI          ,2047        ,12          ,1           ,     1455.52,   315848.20
VI          ,2047        ,12          ,2           ,     1272.10,   118305.42
VI          ,2047        ,12          ,3           ,     1149.62,   356381.65
VI          ,2047        ,12          ,4           ,     1459.17,    90468.68
VI          ,2047        ,12          ,5           ,     1633.00,   101246.17
VI          ,2048        ,1           ,1           ,     1321.55,   286776.21
VI          ,2048        ,1           ,2           ,     1123.98,   104529.82
VI          ,2048        ,1           ,3           ,      985.56,   305523.67
VI          ,2048        ,1           ,4           ,     1311.78,    81330.56
VI          ,2048        ,1           ,5           ,     1506.21,    93384.80
VI          ,2048        ,2           ,1           ,     1339.11,   271840.27
VI          ,2048        ,2           ,2           ,     1121.45,    97565.90
VI          ,2048        ,2           ,3           ,      979.74,   284125.85
VI          ,2048        ,2           ,4           ,     1340.19,    77731.26
VI          ,2048        ,2           ,5           ,     1517.89,    88037.65
VI          ,2048        ,3           ,1           ,     1436.66,   311755.26
VI          ,2048        ,3           ,2           ,     1238.84,   115212.57
VI          ,2048        ,3           ,3           ,     1124.60,   348625.72
VI          ,2048        ,3           ,4           ,     1437.63,    89133.24
VI          ,2048        ,3           ,5           ,     1621.25,   100517.39
VI          ,2048        ,4           ,1           ,     1454.78,   305503.31
VI          ,2048        ,4           ,2           ,     1230.78,   110770.37
VI          ,2048        ,4           ,3           ,     1110.29,   333088.44
VI          ,2048        ,4           ,4           ,     1419.35,    85160.92
VI          ,2048        ,4           ,5           ,     1611.35,    96680.72
VI          ,2048        ,5           ,1           ,     1421.32,   309847.00
VI          ,2048        ,5           ,2           ,     1243.30,   115626.54
VI          ,2048        ,5           ,3           ,     1097.61,   340257.71
VI          ,2048        ,5           ,4           ,     1396.48,    86581.99
VI          ,2048        ,5           ,5           ,     1594.68,    98870.03
VI          ,2048        ,6           ,1           ,     1463.34,   307301.90
VI          ,2048        ,6           ,2           ,     1268.30,   114146.82
VI          ,2048        ,6           ,3           ,     1135.19,   340556.04
VI          ,2048        ,6           ,4           ,     1430.77,    85846.22
